Sentence ##sep#Word#sep#POS#sep#Tag
#sep#Abu#sep#pos#sep#I-Person

#sep#Omar#sep#pos#sep#I-Person

#sep#al#sep#pos#sep#I-Person

#sep#-#sep#pos#sep#I-Person

#sep#Ansari#sep#pos#sep#I-Person

#sep#.#sep#pos#sep#O

#sep#"#sep#pos#sep#O

Sentence: 6#sep#And#sep#pos#sep#O

#sep#hopefully#sep#pos#sep#O

#sep#,#sep#pos#sep#O

#sep#by#sep#pos#sep#O

#sep#reading#sep#pos#sep#O

#sep#,#sep#pos#sep#O

#sep#we#sep#pos#sep#O

#sep#can#sep#pos#sep#O

#sep#achieve#sep#pos#sep#O

#sep#this#sep#pos#sep#O

#sep#.#sep#pos#sep#O

#sep#"#sep#pos#sep#O

#sep#"#sep#pos#sep#O

#sep#"#sep#pos#sep#O

Sentence: 7#sep#But#sep#pos#sep#O

#sep#nobody#sep#pos#sep#O

#sep#can#sep#pos#sep#O

#sep#leave#sep#pos#sep#O

#sep#now#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 8#sep#The#sep#pos#sep#B-Organisation

#sep#Members#sep#pos#sep#I-Organisation

#sep#of#sep#pos#sep#I-Organisation

#sep#the#sep#pos#sep#I-Organisation

#sep#Security#sep#pos#sep#I-Organisation

#sep#Council#sep#pos#sep#I-Organisation

#sep#are#sep#pos#sep#O

#sep#encouraged#sep#pos#sep#O

#sep#by#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#decision#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#Iraqi#sep#pos#sep#B-Person

#sep#President#sep#pos#sep#I-Person

#sep#Fuad#sep#pos#sep#I-Person

#sep#Masum#sep#pos#sep#I-Person

#sep#to#sep#pos#sep#O

#sep#nominate#sep#pos#sep#O

#sep#a#sep#pos#sep#O

#sep#new#sep#pos#sep#O

#sep#Prime#sep#pos#sep#O

#sep#Minister#sep#pos#sep#O

#sep#-#sep#pos#sep#O

#sep#designate#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 9#sep#Iraq#sep#pos#sep#O

Sentence: 10#sep#We#sep#pos#sep#B-Organisation

#sep#extend#sep#pos#sep#O

#sep#our#sep#pos#sep#O

#sep#deepest#sep#pos#sep#O

#sep#condolences#sep#pos#sep#O

#sep#to#sep#pos#sep#O

#sep#the#sep#pos#sep#B-Organisation

#sep#families#sep#pos#sep#I-Organisation

#sep#of#sep#pos#sep#I-Organisation

#sep#the#sep#pos#sep#I-Organisation

#sep#victims#sep#pos#sep#I-Organisation

#sep#and#sep#pos#sep#O

#sep#hope#sep#pos#sep#O

#sep#for#sep#pos#sep#O

#sep#a#sep#pos#sep#O

#sep#speedy#sep#pos#sep#O

#sep#recovery#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#all#sep#pos#sep#B-Organisation

#sep#those#sep#pos#sep#I-Organisation

#sep#wounded#sep#pos#sep#I-Organisation

#sep#.#sep#pos#sep#O

Sentence: 11#sep#The#sep#pos#sep#O

#sep#siege#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#Darayya#sep#pos#sep#B-Location

#sep#by#sep#pos#sep#O

#sep#government#sep#pos#sep#B-Organisation

#sep#and#sep#pos#sep#I-Organisation

#sep#pro#sep#pos#sep#I-Organisation

#sep#-#sep#pos#sep#I-Organisation

#sep#Assad#sep#pos#sep#I-Organisation

#sep#forces#sep#pos#sep#I-Organisation

#sep#began#sep#pos#sep#O

#sep#nearly#sep#pos#sep#O

#sep#four#sep#pos#sep#B-Temporal

#sep#years#sep#pos#sep#I-Temporal

#sep#ago#sep#pos#sep#I-Temporal

#sep#.#sep#pos#sep#O

Sentence: 12#sep#"#sep#pos#sep#O

#sep#The#sep#pos#sep#O

#sep#stock#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#clothing#sep#pos#sep#O

#sep#his#sep#pos#sep#B-Organisation

#sep#family#sep#pos#sep#I-Organisation

#sep#has#sep#pos#sep#O

#sep#proudly#sep#pos#sep#O

#sep#sold#sep#pos#sep#O

#sep#for#sep#pos#sep#O

#sep#years#sep#pos#sep#B-Temporal

#sep#is#sep#pos#sep#O

#sep#just#sep#pos#sep#O

#sep#mounds#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#blackness#sep#pos#sep#O

#sep#now#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 13#sep#“#sep#pos#sep#O

#sep#The#sep#pos#sep#B-Organisation

#sep#nation#sep#pos#sep#I-Organisation

#sep#’#sep#pos#sep#O

#sep#s#sep#pos#sep#O

#sep#business#sep#pos#sep#O

#sep#is#sep#pos#sep#O

#sep#why#sep#pos#sep#O

#sep#we#sep#pos#sep#B-Organisation

#sep#are#sep#pos#sep#O

#sep#all#sep#pos#sep#O

#sep#here#sep#pos#sep#B-Location

#sep#,#sep#pos#sep#O

#sep#”#sep#pos#sep#O

#sep#said#sep#pos#sep#O

#sep#Col.#sep#pos#sep#B-Person

#sep#Travis#sep#pos#sep#I-Person

#sep#Caughlin#sep#pos#sep#I-Person

#sep#,#sep#pos#sep#O

#sep#507th#sep#pos#sep#B-Person

#sep#Maintenance#sep#pos#sep#I-Person

#sep#Group#sep#pos#sep#I-Person

#sep#Commander#sep#pos#sep#I-Person

#sep#.#sep#pos#sep#O

Sentence: 14#sep#The#sep#pos#sep#O

#sep#incident#sep#pos#sep#O

#sep#is#sep#pos#sep#O

#sep#under#sep#pos#sep#O

#sep#investigation#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 15#sep#Foreign#sep#pos#sep#B-Person

#sep#Secretary#sep#pos#sep#I-Person

#sep#Boris#sep#pos#sep#I-Person

#sep#Johnson#sep#pos#sep#I-Person

#sep#statement#sep#pos#sep#O

#sep#on#sep#pos#sep#O

#sep#the#sep#pos#sep#B-Organisation

#sep#UN#sep#pos#sep#I-Organisation

#sep#not#sep#pos#sep#O

#sep#being#sep#pos#sep#O

#sep#given#sep#pos#sep#O

#sep#access#sep#pos#sep#O

#sep#to#sep#pos#sep#O

#sep#eastern#sep#pos#sep#B-Location

#sep#Aleppo#sep#pos#sep#I-Location

#sep#.#sep#pos#sep#O

Sentence: 16#sep#The#sep#pos#sep#O

#sep#release#sep#pos#sep#O

#sep#said#sep#pos#sep#O

#sep#the#sep#pos#sep#B-Organisation

#sep#two#sep#pos#sep#I-Organisation

#sep#leaders#sep#pos#sep#I-Organisation

#sep#discussed#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#next#sep#pos#sep#O

#sep#steps#sep#pos#sep#O

#sep#in#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#Mosul#sep#pos#sep#B-Location

#sep#operation#sep#pos#sep#O

#sep#,#sep#pos#sep#O

#sep#including#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#need#sep#pos#sep#O

#sep#to#sep#pos#sep#O

#sep#continue#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#close#sep#pos#sep#O

#sep#cooperation#sep#pos#sep#O

#sep#between#sep#pos#sep#O

#sep#the#sep#pos#sep#B-Organisation

#sep#Iraqi#sep#pos#sep#I-Organisation

#sep#government#sep#pos#sep#I-Organisation

#sep#and#sep#pos#sep#O

#sep#the#sep#pos#sep#B-Organisation

#sep#Kurdistan#sep#pos#sep#I-Organisation

#sep#regional#sep#pos#sep#I-Organisation

#sep#government#sep#pos#sep#I-Organisation

#sep#.#sep#pos#sep#O

Sentence: 17#sep#Foreign#sep#pos#sep#B-Person

#sep#Office#sep#pos#sep#I-Person

#sep#Minister#sep#pos#sep#I-Person

#sep#,#sep#pos#sep#O

#sep#Tobias#sep#pos#sep#B-Person

#sep#Ellwood#sep#pos#sep#I-Person

#sep#,#sep#pos#sep#O

#sep#said#sep#pos#sep#O

#sep#:#sep#pos#sep#O

Sentence: 18#sep#We#sep#pos#sep#B-Organisation

#sep#agreed#sep#pos#sep#O

#sep#our#sep#pos#sep#O

#sep#first#sep#pos#sep#O

#sep#priority#sep#pos#sep#O

#sep#must#sep#pos#sep#O

#sep#be#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#protection#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#civilians#sep#pos#sep#B-Organisation

#sep#and#sep#pos#sep#O

#sep#ensuring#sep#pos#sep#O

#sep#access#sep#pos#sep#O

#sep#for#sep#pos#sep#O

#sep#humanitarian#sep#pos#sep#O

#sep#aid#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 19#sep#Ground#sep#pos#sep#O

#sep#-#sep#pos#sep#O

#sep#based#sep#pos#sep#O

#sep#artillery#sep#pos#sep#O

#sep#fired#sep#pos#sep#O

#sep#in#sep#pos#sep#O

#sep#counter#sep#pos#sep#O

#sep#-#sep#pos#sep#O

#sep#fire#sep#pos#sep#O

#sep#or#sep#pos#sep#O

#sep#in#sep#pos#sep#O

#sep#fire#sep#pos#sep#O

#sep#support#sep#pos#sep#O

#sep#to#sep#pos#sep#O

#sep#maneuver#sep#pos#sep#O

#sep#roles#sep#pos#sep#O

#sep#are#sep#pos#sep#O

#sep#not#sep#pos#sep#O

#sep#classified#sep#pos#sep#O

#sep#as#sep#pos#sep#O

#sep#a#sep#pos#sep#O

#sep#strike#sep#pos#sep#O

#sep#as#sep#pos#sep#O

#sep#defined#sep#pos#sep#O

#sep#by#sep#pos#sep#O

#sep#CJTF#sep#pos#sep#O

#sep#-#sep#pos#sep#O

#sep#OIR#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 20#sep#The#sep#pos#sep#O

#sep#rest#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#the#sep#pos#sep#B-DocumentReference

#sep#chapter#sep#pos#sep#I-DocumentReference

#sep#deals#sep#pos#sep#O

#sep#with#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#exercise#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#divine#sep#pos#sep#O

#sep#power#sep#pos#sep#O

#sep#.#sep#pos#sep#O

#sep#"#sep#pos#sep#O

Sentence: 21#sep#They#sep#pos#sep#B-Organisation

#sep#are#sep#pos#sep#O

#sep#given#sep#pos#sep#O

#sep#breakfast#sep#pos#sep#O

#sep#and#sep#pos#sep#O

#sep#work#sep#pos#sep#O

#sep#for#sep#pos#sep#O

#sep#an#sep#pos#sep#O

#sep#hourly#sep#pos#sep#O

#sep#rate#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#one#sep#pos#sep#B-Money

#sep#dinar#sep#pos#sep#I-Money

#sep#.#sep#pos#sep#O

Sentence: 22#sep#We#sep#pos#sep#B-Organisation

#sep#are#sep#pos#sep#O

#sep#consulting#sep#pos#sep#O

#sep#with#sep#pos#sep#O

#sep#the#sep#pos#sep#B-Organisation

#sep#Government#sep#pos#sep#I-Organisation

#sep#of#sep#pos#sep#I-Organisation

#sep#Iraq#sep#pos#sep#I-Organisation

#sep#to#sep#pos#sep#O

#sep#ascertain#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#full#sep#pos#sep#O

#sep#extent#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#this#sep#pos#sep#O

#sep#unprovoked#sep#pos#sep#O

#sep#attack#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 23#sep#While#sep#pos#sep#O

#sep#this#sep#pos#sep#O

#sep#important#sep#pos#sep#O

#sep#step#sep#pos#sep#O

#sep#forward#sep#pos#sep#O

#sep#brings#sep#pos#sep#O

#sep#us#sep#pos#sep#B-Organisation

#sep#closer#sep#pos#sep#O

#sep#to#sep#pos#sep#O

#sep#starting#sep#pos#sep#O

#sep#negotiations#sep#pos#sep#O

#sep#between#sep#pos#sep#O

#sep#the#sep#pos#sep#B-Organisation

#sep#Syrian#sep#pos#sep#I-Organisation

#sep#parties#sep#pos#sep#I-Organisation

#sep#,#sep#pos#sep#O

#sep#we#sep#pos#sep#B-Organisation

#sep#recognize#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#difficult#sep#pos#sep#O

#sep#work#sep#pos#sep#O

#sep#ahead#sep#pos#sep#O

#sep#,#sep#pos#sep#O

#sep#and#sep#pos#sep#O

#sep#remain#sep#pos#sep#O

#sep#determined#sep#pos#sep#O

#sep#to#sep#pos#sep#O

#sep#continue#sep#pos#sep#O

#sep#toward#sep#pos#sep#O

#sep#a#sep#pos#sep#O

#sep#political#sep#pos#sep#O

#sep#settlement#sep#pos#sep#O

#sep#that#sep#pos#sep#O

#sep#brings#sep#pos#sep#O

#sep#an#sep#pos#sep#O

#sep#end#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#conflict#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 24#sep#Minister#sep#pos#sep#B-Person

#sep#for#sep#pos#sep#I-Person

#sep#the#sep#pos#sep#I-Person

#sep#Middle#sep#pos#sep#I-Person

#sep#East#sep#pos#sep#I-Person

#sep#,#sep#pos#sep#O

#sep#Tobias#sep#pos#sep#B-Person

#sep#Ellwood#sep#pos#sep#I-Person

#sep#said#sep#pos#sep#O

#sep#:#sep#pos#sep#O

Sentence: 25#sep#In#sep#pos#sep#O

#sep#one#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#our#sep#pos#sep#O

#sep#Skype#sep#pos#sep#O

#sep#conversations#sep#pos#sep#O

#sep#,#sep#pos#sep#O

#sep#Anas#sep#pos#sep#B-Person

#sep#tells#sep#pos#sep#O

#sep#me#sep#pos#sep#B-Person

#sep#that#sep#pos#sep#O

#sep#as#sep#pos#sep#O

#sep#well#sep#pos#sep#O

#sep#as#sep#pos#sep#O

#sep#aspiring#sep#pos#sep#B-Organisation

#sep#teachers#sep#pos#sep#I-Organisation

#sep#,#sep#pos#sep#I-Organisation

#sep#doctors#sep#pos#sep#I-Organisation

#sep#and#sep#pos#sep#I-Organisation

#sep#dentists#sep#pos#sep#I-Organisation

#sep#looking#sep#pos#sep#O

#sep#for#sep#pos#sep#O

#sep#technical#sep#pos#sep#O

#sep#or#sep#pos#sep#O

#sep#academic#sep#pos#sep#O

#sep#books#sep#pos#sep#O

#sep#,#sep#pos#sep#O

#sep#many#sep#pos#sep#O

#sep#still#sep#pos#sep#O

#sep#just#sep#pos#sep#O

#sep#read#sep#pos#sep#O

#sep#for#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#love#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#it#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 26#sep#The#sep#pos#sep#B-Organisation

#sep#Defense#sep#pos#sep#I-Organisation

#sep#Department#sep#pos#sep#I-Organisation

#sep#has#sep#pos#sep#O

#sep#identified#sep#pos#sep#O

#sep#the#sep#pos#sep#B-Person

#sep#American#sep#pos#sep#I-Person

#sep#service#sep#pos#sep#I-Person

#sep#member#sep#pos#sep#I-Person

#sep#who#sep#pos#sep#O

#sep#was#sep#pos#sep#O

#sep#killed#sep#pos#sep#O

#sep#in#sep#pos#sep#O

#sep#Syria#sep#pos#sep#B-Location

#sep#on#sep#pos#sep#O

#sep#Thanksgiving#sep#pos#sep#B-Temporal

#sep#Day#sep#pos#sep#I-Temporal

#sep#.#sep#pos#sep#O

Sentence: 27#sep#The#sep#pos#sep#O

#sep#mournful#sep#pos#sep#O

#sep#lament#sep#pos#sep#O

#sep#from#sep#pos#sep#O

#sep#his#sep#pos#sep#O

#sep#cello#sep#pos#sep#O

#sep#wafted#sep#pos#sep#O

#sep#through#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#dark#sep#pos#sep#O

#sep#warren#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#charred#sep#pos#sep#O

#sep#and#sep#pos#sep#O

#sep#gutted#sep#pos#sep#O

#sep#shops#sep#pos#sep#O

#sep#which#sep#pos#sep#O

#sep#now#sep#pos#sep#O

#sep#line#sep#pos#sep#O

#sep#a#sep#pos#sep#B-Location

#sep#street#sep#pos#sep#I-Location

#sep#once#sep#pos#sep#O

#sep#known#sep#pos#sep#O

#sep#for#sep#pos#sep#O

#sep#its#sep#pos#sep#O

#sep#bright#sep#pos#sep#O

#sep#,#sep#pos#sep#O

#sep#blinking#sep#pos#sep#O

#sep#neon#sep#pos#sep#O

#sep#signs#sep#pos#sep#O

#sep#and#sep#pos#sep#O

#sep#shops#sep#pos#sep#O

#sep#selling#sep#pos#sep#O

#sep#everything#sep#pos#sep#O

#sep#from#sep#pos#sep#O

#sep#perfume#sep#pos#sep#O

#sep#to#sep#pos#sep#O

#sep#pretty#sep#pos#sep#O

#sep#dresses#sep#pos#sep#O

#sep#to#sep#pos#sep#O

#sep#kebabs#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 28#sep#But#sep#pos#sep#O

#sep#Anas#sep#pos#sep#B-Person

#sep#says#sep#pos#sep#O

#sep#it#sep#pos#sep#O

#sep#helps#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#community#sep#pos#sep#O

#sep#in#sep#pos#sep#O

#sep#all#sep#pos#sep#O

#sep#sorts#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#ways#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 29#sep#In#sep#pos#sep#O

#sep#Syria#sep#pos#sep#B-Location

#sep#,#sep#pos#sep#O

#sep#Coalition#sep#pos#sep#B-Organisation

#sep#military#sep#pos#sep#I-Organisation

#sep#forces#sep#pos#sep#I-Organisation

#sep#conducted#sep#pos#sep#O

#sep#23#sep#pos#sep#B-Quantity

#sep#strikes#sep#pos#sep#O

#sep#using#sep#pos#sep#O

#sep#attack#sep#pos#sep#B-MilitaryPlatform

#sep#,#sep#pos#sep#I-MilitaryPlatform

#sep#bomber#sep#pos#sep#I-MilitaryPlatform

#sep#,#sep#pos#sep#I-MilitaryPlatform

#sep#fighter#sep#pos#sep#I-MilitaryPlatform

#sep#and#sep#pos#sep#I-MilitaryPlatform

#sep#remotely#sep#pos#sep#I-MilitaryPlatform

#sep#piloted#sep#pos#sep#I-MilitaryPlatform

#sep#aircraft#sep#pos#sep#I-MilitaryPlatform

#sep#against#sep#pos#sep#O

#sep#ISIL#sep#pos#sep#B-Organisation

#sep#targets#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 30#sep#In#sep#pos#sep#O

#sep#the#sep#pos#sep#B-Temporal

#sep#past#sep#pos#sep#I-Temporal

#sep#24#sep#pos#sep#I-Temporal

#sep#hours#sep#pos#sep#I-Temporal

#sep#,#sep#pos#sep#O

#sep#the#sep#pos#sep#B-Organisation

#sep#U.S.#sep#pos#sep#I-Organisation

#sep#-#sep#pos#sep#I-Organisation

#sep#led#sep#pos#sep#I-Organisation

#sep#coalition#sep#pos#sep#I-Organisation

#sep#’#sep#pos#sep#O

#sep#s#sep#pos#sep#O

#sep#four#sep#pos#sep#B-Quantity

#sep#airstrikes#sep#pos#sep#O

#sep#delivered#sep#pos#sep#O

#sep#24#sep#pos#sep#B-Quantity

#sep#munitions#sep#pos#sep#B-Weapon

#sep#against#sep#pos#sep#O

#sep#ISIL#sep#pos#sep#B-Organisation

#sep#targets#sep#pos#sep#O

#sep#,#sep#pos#sep#O

#sep#which#sep#pos#sep#O

#sep#include#sep#pos#sep#O

#sep#three#sep#pos#sep#B-Quantity

#sep#tactical#sep#pos#sep#B-Organisation

#sep#units#sep#pos#sep#I-Organisation

#sep#,#sep#pos#sep#O

#sep#a#sep#pos#sep#B-Location

#sep#command#sep#pos#sep#I-Location

#sep#-#sep#pos#sep#I-Location

#sep#and#sep#pos#sep#I-Location

#sep#-#sep#pos#sep#I-Location

#sep#control#sep#pos#sep#I-Location

#sep#node#sep#pos#sep#I-Location

#sep#and#sep#pos#sep#O

#sep#five#sep#pos#sep#B-Quantity

#sep#supply#sep#pos#sep#O

#sep#routes#sep#pos#sep#O

#sep#in#sep#pos#sep#O

#sep#support#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#SDF#sep#pos#sep#B-Organisation

#sep#operations#sep#pos#sep#O

#sep#to#sep#pos#sep#O

#sep#isolate#sep#pos#sep#O

#sep#Raqqa#sep#pos#sep#B-Location

#sep#,#sep#pos#sep#O

#sep#Davis#sep#pos#sep#B-Person

#sep#said#sep#pos#sep#O

#sep#.#sep#pos#sep#O

Sentence: 31#sep#On#sep#pos#sep#O

#sep#behalf#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#the#sep#pos#sep#O

#sep#men#sep#pos#sep#O

#sep#and#sep#pos#sep#O

#sep#women#sep#pos#sep#O

#sep#of#sep#pos#sep#O

#sep#U.S.#sep#pos#sep#B-Organisation

#sep#Central#sep#pos#sep#I-Organisation

#sep#Command#sep#pos#sep#I-Organisation

#sep#,#sep#pos#sep#O

#sep#I#sep#pos#sep#B-Person

#sep#extend#sep#pos#sep#O

#sep#my#sep#pos#sep#O

#sep#personal#sep#pos#sep#O

#sep#gratitude#sep#pos#sep#O

#sep#and#sep#pos#sep#O

#sep#our#sep#pos#sep#O

#sep#deepest#sep#pos#sep#O

#sep#condolences#sep#pos#sep#O

#sep#to#sep#pos#sep#O

#sep#his#sep#pos#sep#O

#sep#family#sep#pos#sep#O

#sep#,#sep#pos#sep#O

#sep#friends#sep#pos#sep#O

#sep#and#sep#pos#sep#O

#sep#fellow#sep#pos#sep#O

#sep#service#sep#pos#sep#B-Organisation

#sep#members#sep#pos#sep#I-Organisation

#sep#.#sep#pos#sep#O

#sep#"#sep#pos#sep#O

Sentence: 32#sep#They#sep#pos#sep#B-Organisation

#sep#'#sep#pos#sep#O

#sep#d#sep#pos#sep#O

#sep#come#sep#pos#sep#O

#sep#to#sep#pos#sep#O

#sep#shop#sep#pos#sep#O

#sep#on#sep#pos#sep#O

#sep#a#sep#pos#sep#B-Temporal

#sep#festive#sep#pos#sep#I-Temporal

#sep#night#sep#pos#sep#I-Temporal

#sep#just#sep#pos#sep#I-Temporal

#sep#before#sep#pos#sep#I-Temporal

#sep#the#sep#pos#sep#I-Temporal

#sep#Muslim#sep#pos#sep#I-Temporal

#sep#Eid#sep#pos#sep#I-Temporal

#sep#celebration#sep#pos#sep#I-Temporal

